Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
Attack in LA,2018,28,Three friends find themselves lost on Skid Row and are captured by an angry homeless gang.,en,https://image.tmdb.org/t/p/w500/3n0keKQH7aGz1yRZFAQH4d9zfHW.jpg,6.6,Chad Ferrin,,
American Relapse,2019,99,Recovering addicts Frankie and Allie spend their lives helping other addicts but can they stay clean themselves?,en,https://image.tmdb.org/t/p/w500/wo6PoS4Hm7rJueOs27UJbQjM55m.jpg,7,Adam Linkenhelt,Pat McGee Pictures,
Panorama: Jamming to the Top,2018,,"The documentary follows a vibrant community of people in Brooklyn, NY who love steel pan and are fighting to keep it alive in Brooklyn. Through their preparation for an annual steel band competition, known as Panorama, we see how their love and passion helps them to overcome several challenges and obstacles facing the pan community in Brooklyn.  Through the lens of Steel Xplosion’s journey to Panorama, viewers get a raw look into what life is like in the pan yard and why pan players are willing to sacrifice so much for the opportunity to play pan in Brooklyn and to compete on a national stage. As a newly formed band in 2013, we see how the players in Steel Xplosion preserved through a challenging summer to come out on top.",en,N/A,0,Christine Shaw,,
The Secret of the River,2018,"18, 10749","Shi Guiqing, who raised her daughter alone, suddenly passed away. When her daughter Shi Xiaowei picked up her belongings, she found a group photo which showed some clues to set her on the way to find her father.",zh,https://image.tmdb.org/t/p/w500/tO1ZHTsSt050gLaWpnx6tDjQgda.jpg,0,Rui Zhang,,
5PM (Five Trees Masjid),2018,18,Bewok (M. Taufik Akbar) is a thief who robs the charity box at a mosque.,id,https://image.tmdb.org/t/p/w500/1MdtMxmFhlHvUUklAhwjgAu3HBV.jpg,0,Humar Hadi,Bedasinema Pictures,
Fate Vobis,2018,35,A family man from the Fano countryside gets into trouble to be able to pay for his daughter's wedding.,it,https://image.tmdb.org/t/p/w500/jCBklR92S07aA4xr6FGD5UGZc4X.jpg,4,Henry Secchiaroli,Ass. Cult. He.Go.Film,
Heart of Stone,2019,99,"After leaving his village at the age of 12 and traveling thousands of miles, a young Afghan immigrant works for years to build a new life in Paris.",fr,https://image.tmdb.org/t/p/w500/rcuDNlzfXXrJiQfhHT7pXUjf1vI.jpg,10,Claire Billet,,
Sister Exchange Sex,2018,"18, 10749","The secret story of the sexiest and youthful sisters that can not be revealed!  The confidential secret of the boyfriends who reveal is revealed.  He is a sister. Sukyoung is between Sangwoo and Jinhee and loving each other. The two of them talk about their lover, and when they accidentally find out that their boyfriends are high school alumni, they ask about her sister's boyfriend ...",ko,https://image.tmdb.org/t/p/w500/baD6vIJH0U7lonG9cUTe6oV9oY5.jpg,0,Nam Hyun-soo,,
Quest for Real Immunity,2018,99,Searching outside of ourselves for sustainable health is not the answer. The new paradigm for vibrant health is integrity and authenticity; we can honor innate intelligence. This feature documentary focuses on dispelling the fear surrounding disease by encouraging viewers to trust their intuition and explore the possibility of encountering REAL IMMUNITY.,en,https://image.tmdb.org/t/p/w500/gjccHTQRTQRKU0MqEGLIneRsepO.jpg,0,Cilla Whatcott,"Triple Threat, WhatWorks",
Dad's Friends 2,2018,10749,"Hyuk-soo's wife passed away 10 years ago and now he lives in a fishing village when his friend's daughter Se-hee comes to visit him. His boring life has just become exciting thanks to Se-hee. Her ex-boyfriend Jong-jin comes to see her, but he only wants his bank book back. She uses Hyuk-soo to make him jealous, and the two fall for each other.",ko,https://image.tmdb.org/t/p/w500/qmaQUHDafnn2XizLVA0YH20BBMg.jpg,9,Gamza,,
Young Older Sister-in-Law,2018,10749,Baek-ho lives in his brother's house and he's a jobless man with his mind in the gutter. He steals his in-law's panties for his own pleasure.  One day he is caught.,ko,https://image.tmdb.org/t/p/w500/ag2Gqx20zt7WDYBxFwu0UBkxQPA.jpg,0,Kye Jang-hyuk,,
Boarding House Girls,2018,10749,"Jung-suk's wife runs a boarding house and he helps by cooking, doing laundry, and cleaning. He's under his wife's control, but he doesn't give up his dream of becoming an actor and eventually passes an audition. Sun-mi and Hyun-jung from the boarding house overhear him practice and mistake him for a wealthy man. They seduce him for his money and he falls for them...",ko,https://image.tmdb.org/t/p/w500/mXLV8AxxffvAScbhkJTXv6YwoTU.jpg,6.5,Jo Tae-ho,,
The Time Is Ours,2018,18,"Writer Martin Sestrimsky and Secret Service agent Boyan Tilev got to know each other on the day when Martin gave Tilev a special dossier of grave consequences, which the writer has tried to surmount. With the ousting from power of Todor Zhivkov’s totalitarian regime, their relations take a new turn, when Tilev’s stepdaughter, Nevena, a mysterious young woman of double identity steps in. While Tilev is making a fortune from illicit deals, Sestrimsky, encouraged by Nevena, is doing his best to reconcile to his past. The truth of the two men’s shared past will come to light.",bg,https://image.tmdb.org/t/p/w500/doti4JPptAGhJSXt2Zeqq1gUUDS.jpg,7.2,Petar Popzlatev,,
Grutarally - Shuvam Shel 'Yeled Ochel MePach',2018,,"A musical, motoric mockumentary, telling the story of Yeled Ochel Mipach, the well known band, in its journey to reunite - with themselves as well",he,N/A,0,N/A,,
Passage to Real Immunity,2018,99,"“Passage to Real Immunity” takes a look at resources available to support real immunity, including a closer look at the controversial method called homeoprophylaxis. Hear from parents, doctors, and experts from around the world!",en,https://image.tmdb.org/t/p/w500/kGWpROwr5lIrQLuQDiR5qGPAEki.jpg,0,Cilla Whatcott,"Triple Threat, WhatWorks",
Mamu (and a Mother Too),2018,35,"A transgender sex worker in her late 40s along Fields Avenue whose only aspiration is to have breast implants for her profession unexpectedly assumes the role of a mother to her orphaned niece, a transgender youth who is only beginning to discover her own sexuality. As she works more shifts to save for her implants, troubles arise when she begins to feel the weight of her struggles – being an aging sex worker in fast-evolving society, a partner to her young fiancé, and a parent to a teenager she just met. Her difficult confrontations eventually lead her to a new attitude towards life, and a unique recipe to a famous Kapampangan dish, Sisig.",tl,https://image.tmdb.org/t/p/w500/xf8yJjTMwX7OL1CFjGBH9gNWJrw.jpg,5,Rod Singh,"Cinema One Originals, Star Cinema – ABS-CBN Film Productions, Film Development Council of the Philippines",
Beyond Blood,2019,"99, 27","High Tension, Inside, Martyrs, Frontier(s) and Them. In the years of 2003 to 2008, those sensational and innovative horror movies were made and left huge impact around the world. This movement is called New Wave of French Horror. This film explores the meaning and hidden secrets of this significant movement.",en,https://image.tmdb.org/t/p/w500/k1haYLXim0o4dVNWnWpTfBILPj1.jpg,0,Masato Kobayashi,,
Copper Mountains,N/A,,"During a trip to the small town of Karabash by the Ural mountains, artist and filmmaker Carolin Koss felt compelled to capture the shocking effects of environmental pollution caused by excessive industrial exploitation. She started interviewing people, who call this seemingly post-apocalyptic place home. On her journey through the surrounding area, she encountered harrowing stories of survival, resignation, transformation and resilience. Avoiding sensationalism, Copper Mountains tells the story of a disturbing reality in achingly beautiful pictures.",en,https://image.tmdb.org/t/p/w500/zppXiIF3AP2oxB1jPVN5weKpeoS.jpg,0,Carolin Koss,,
Double Twisting Double Back,2018,18,"A year ago, Badger is one of the best gymnasts in the Philippines. He wants to be the very best, until his reckless best friend sabotaged his athletic career. Now, Badger is miserably working as a distributor, selling alcoholic beverages to the managers of bars and supermarkets. To his delight, Badger receives a new opportunity to pursue his quest to be the best Filipino gymnast. He immediately resigns from his job. His reckless best friend, who fulfills his desires through this job, gets pissed and vows to stop Badger’s dreams once again.",tl,https://image.tmdb.org/t/p/w500/qde4teFPSEsqD1UGqXlX9upRu9z.jpg,0,Joseph Abello,Star Cinema – ABS-CBN Film Productions,
Hilda Hilst Pede Contato,2018,99,"Documentary about the poet, writer and playwright Hilda Hilst, considered by critics as one of the most important voices of the Portuguese language of the twentieth century. Through the use of personal sound and image files, interviews, meetings and fictional interventions, we will seek the memory and the presence of Hilda Hilst in her daily life at Casa do Sol, the farm where she lived in Campinas.",pt,https://image.tmdb.org/t/p/w500/csq5QYlu2gPPIoGiJaPefnojXiR.jpg,7,Gabriela Greeb,"HOMEMADEFILMS, Imovision",
O Silêncio da Noite é Que Tem Sido Testemunha das Minhas Amarguras,2016,18,"Filmed in the cities of São José do Egypt, in Pernambuco; Ouro Velho e Prata, in Paraíba, the documentary has as character the poetry itself, present in the daily life of the population that lives on the border between the two states. At parties, in houses, in the streets, in markets, in barbershops and bars, the poetic verve appears in the voice of the descendants of famous vates of the sertão and the inhabitants who live with this tradition, recalling singing stories, great poetic responses and dissertations about the sentiment and themes of poetry in the region.",pt,https://image.tmdb.org/t/p/w500/219dUOQ2rtMl8zafMvZ7UsudBch.jpg,6,Petrônio de Lorena,,
Asuang,2018,"35, 14","ASUANG, the God of Sins, was once a ruthless and fickle God of Bicol, but now he is a loner and a loser who has no place in the world that is overrun by sinful human beings. He resorted to social media to regain his former glory and fame but to no avail. On his track to retirement, he was approached by the Seers to help them stop Armageddon. Along with a group of sinful misfits, Asuang will go on a quest, against his nature, to help mankind… Or so he thinks he will.",tl,https://image.tmdb.org/t/p/w500/Yx9kpe4EGYJa20lXo0tWi3xNB9.jpg,6,Raynier Brizuela,"Cinema One Originals, Mayuga X Seen, Black Maria Pictures",
Hospicio,2018,,A troubled young woman enters a rehab facility that houses a deadly secret.,en,https://image.tmdb.org/t/p/w500/8iRmRa8QsUeM0UNVu6H1crQ3OV2.jpg,0,Bobby Bonifacio,,
"Sogni, sesso e cuori infranti",2018,,,it,https://image.tmdb.org/t/p/w500/yo66Q7TL0QUnZne3VWMxHxNvIAJ.jpg,6,Gianfranco Giagni,,
Crimean History X,2018,"18, 27","They met in Crimea as enemies: the slaughterman Fedor, disappointed in life, and Katya, a former prisoner, deprived of maternity rights, who became a foreigner in her homeland. Sometimes grief unites.",ru,https://image.tmdb.org/t/p/w500/qzP4NdJHpaf03lw1FSD5B0QMP4i.jpg,0,Ihor Parfenov,,
Change in the Family,2018,99,"Director Sam Hampton brings heart to this transgender-transition film with a story of celebration, health, and unconditional love. A much-needed portrayal of biracial trans and gender-nonconforming lives in America, this documentary chronicles the transition of Zo Thorpe and the sympathetic response of his family. But CHANGE IN THE FAMILY is about so much more than the transition experience; it speaks to the complexity of young adulthood, being a person of color, having a biracial identity, and coming out as trans and gender-nonconforming. Zo’s story provides hope for a time when portraying this type of experience is no longer so unusual.",en,https://image.tmdb.org/t/p/w500/bt8OO9ffjn3NXtHfmShjx8bVyAK.jpg,0,Sam Hampton,,
Up to You,2018,10749,"There is a man who has many sex slaves. Another man offers his wife as a sex slave to him and the slave owner agrees. He adds the man's wife to his stable. Alas, the husband comes to reverse his decision and takes his wife back. The reversal of the arrangement causes trauma.",ja,https://image.tmdb.org/t/p/w500/vin408QRDo99TAnPYvpymS5KifZ.jpg,5.6,Hideo Jojo,,
Wasted Eggs,2018,18,"Are you using your egg and germ cells in a manner useful for the society and the humankind? Junko is nearly 30, nearing the traditional ‘best before’ of the Japanese society, and feels increasing pressure: without a partner candidate or even a particular wish to have children anytime soon, she decides to become an egg donor. And not just for the free Hawaii trip that would be the prize if her candidacy is successful. At a counseling session, she meets her niece Aki who has similar plans. Together, they soon see how competitive social and evolutionary rules can mess up the best human relationships, particularly when such rules are mixed with the fossilized attitudes of a society which is frantically hanging on to traditions.",ja,https://image.tmdb.org/t/p/w500/k829H1DGD7eCa0jS9SoVDm9L9mS.jpg,0,Ryo Kawasaki,,
Die Abenteuer des Tiberius von Hadern,2018,18,,xx,N/A,0,Axel Loh,,
Maksymiuk. Koncert na dwoje,2019,99,,pl,https://image.tmdb.org/t/p/w500/8nhk6pk4GlYBP76IzdprLtf5Laa.jpg,0,Tomasz Drozdowicz,"Studio Filmowe Autograf, Fundacja Kultury Polskiej",
White Mama,2018,99,"Аlina Makarova is a mother of six of her own children and one adopted child. Her ex husband is from Ethiopia, and all her own children are mixed race. Only her adopted son is white, but he has serious health problems and is psychologically unstable. Alina's older children realise what complications the adoption might bring and are afraid that there won't be enough room, time and love for everyone. But she convinces them that it's the right thing.",ru,https://image.tmdb.org/t/p/w500/tQSGOu6ifaZPEvBvDIuC2snP9R2.jpg,9,Zosya Rodkevich,"CHBK Film, Marx Film, Black & White Productions",
Sousa Martins,2018,99,"The doctor of the King of Portugal was so good in his hospital practice, that after his death both King and country peasants worshiped him - to this day, 120 years later.",pt,https://image.tmdb.org/t/p/w500/m2slvPItEUjs2GDwkxMNOeNrSDi.jpg,0,Justine Lemahieu,Ukbar Filmes,
O Bailinho,2018,99,"Follow the “Bailinhos” since their rehersals to their presentation, circulating among all the parishes of island Terceira as artists and audience, mobilizing across a community that ""speaks"" his identity, through a genuine popular theatre festival dominated by social satire of current events",pt,N/A,0,Rosa Coutinho Cabral,Nocturno Films,
I Grew Up As You Slept,2018,99,"Out of the 30 students that graduated from Karalina's class at a Minsk conservatory, only one chose to remain in the country. The totalitarian Belarus is gradually becoming deserted, and well-educated people are migrating in droves to the furthest reaches of the world in search of happiness, better career opportunities and a dignified life. I Grew Up As You Slept is a story about emigration, nostalgia and longing for one's family, friends and country. Karalina's film journey, during which she visits her grandmother, who lives in the depopulated Belarusian village of Achaniany, is primarily a journey through time to the land of childhood and memories.",pl,https://image.tmdb.org/t/p/w500/s2dF8ewwO3ymcvW7S3o56RTjiZG.jpg,0,Marcin Sauter,,
BlockheaDs Set My Friends On Fire,2018,"35, 99","From the boy who brought you Blow Up Guys, Khyler Vick gives you his 3rd shitty homegrown stunt movie, with content you'd never see on YouTube.",en,https://image.tmdb.org/t/p/w500/9nROxtupZyKYIF8XjbgaOei4qcC.jpg,0,Khyler Vick,,
"Self-Portrait in 23 Rounds: a Chapter in David Wojnarowicz’s Life, 1989–1991",2019,99,"Political artist, painter, writer, performer and photographer David Wojnarowicz was one of the leading personalities of the 1980s New York art scene. In an interview conducted in 1989 by cultural theorist Sylvère Lotringer, Wojnarowicz speaks candidly about intimate moments in his life, the creative process, sexuality, AIDS, and coming to terms with one’s own death - at a time when society categorically refused to face up to the AIDS epidemic.",en,https://image.tmdb.org/t/p/w500/kR0X3FeJfkqNUWDRplcdqcH6Y4s.jpg,0,Marion Scemama,,
All or Nothing,2018,"35, 80","Three bank clerks decide to expose the crimes of their boss who not only makes their life's a living hell, but also uses the bank money for personal purposes. After getting inside their bosses country house and finding a huge amount of cash, our guys change their mind about exposing him and start thinking about just keeping the money and living the dream. Our characters, however have no clue that there is more to the story that meets the eye and behind the money lies a much bigger fish then there criminal boss.",ru,https://image.tmdb.org/t/p/w500/cq3QxDuILEir82k2vSEx3gcAPFR.jpg,5.2,Dmitriy Suvorov,SSB Films,
Krocken,2018,"35, 18","Two middle-aged couples arrive at Noah's marriage counselor, who runs a country house. The couples have come to get help but it turns out that Noah has planned the meeting to reveal a secret, which will have major consequences.",sv,https://image.tmdb.org/t/p/w500/oZZYxOLUQ97O3f1gkK5xJjExfRE.jpg,0,Lena Koppel,C More Entertainment,
Into_nation of Big Odessa,2018,99,"In the world, there is a city-port Odessa, which was specially created as a refuge for people of different nationalities and religions. Humor is a special language that helps people from Odessa to communicate and get along with each other. Legends are spreading about Odessa's humor and accent. But - a paradox - people are constantly leaving it. It is loved, but it is left as a child leaves his mother. On the example of this city and its inhabitants, we wanted to understand - why people flee from their cities. We tried to find the answer taking pictures of Odessa citizens in Germany, Israel, Ukraine, Russia, Austria, France and other places. Michael Zhvanetskij, Roman Kartsev, Leonid Barats and Rostislav Khait  Victor Loshak,  Oksana Fandera, Valerij Todotovskij, Mikhail and Anatoly Kontush and many others are telling their stories and giving their opinions on what is the phenomenon of the city by the Black Sea.",ru,https://image.tmdb.org/t/p/w500/e9KaHA4H7oBSxBmIpWHnj21n8HV.jpg,6.5,Alexander Brunkovsky,"Sana Studio, B.A.Lans Studio, Trueman Production",
When The Marquees' Lights Go Out,2018,"99, 36","With archive footage and testimonials from former filmgoers, a story of movie theaters that were located on the avenues of São João and Ipiranga and its surroundings, in São Paulo's city centre. Known as Cinelândia Paulistana, this area lived its heyday in the 1950s, reaching more than 15 cinemas in full operation.",pt,https://image.tmdb.org/t/p/w500/5dxHzMPPIbQUU4jrU51N7NVPsdc.jpg,0,Renato Brandão,,
A Stolen Life,2018,53,"A young couple Yulia and Vlad go to spend some quiet days on an island. Vlad is in his early thirties. He is kind and caring with Yulia. She suffers from a psychological trauma and partial memory loss. Complete isolation makes the young couple happy during first days, however, very soon the girl notices some strange behavior of her boyfriend. Terrifying hallucinations and memories that she cannot explain overwhelm her. Her trials to bring back her memory and find out the truth turn into struggle for life.",ru,https://image.tmdb.org/t/p/w500/9274hsP0oLPMtg9d7uxbi4GdPoP.jpg,0,Viktor Tatarskiy,Lenfilm,
"Flowers Fade Early: Kakopetros, August 28th, 1944",N/A,,"At dawn, Nazi German troops surrounded the small village Cretan village of Kakopetros located approximately 22 miles outside of Hania.  Hours later, they had left 23 villagers dead, dozens of houses looted — and permanent scars that remain with the village’s inhabitants nearly 80 years later.  The massacre came merely months after Nazis had razed the nearby village of Kandanos, which was one of the most atrocious war crimes committed during Germany’s occupation of Crete in World War II.",en,https://image.tmdb.org/t/p/w500/1Xx897N5cSsCXSCEgRlcOvZ9hHU.jpg,0,N/A,,
Don't Tell Me You Can't Sing,2018,,"One day, Claire has to overcome her fears. She leaves her everyday life behind, to find Carla her second half, who desperatly needs her help. It’s the story of a death and of a rebirth.",de,https://image.tmdb.org/t/p/w500/iLosh3p5gEEr9rxVLIqfBTbTKbS.jpg,0,Sabine Timoteo,,
The Wandering Soap Opera,2017,"14, 35, 18","The film revolves around the concept of soap opera. Its structure is based on the assumption that Chilean reality does not exist, but rather is an ensemble of soap operas.",es,https://image.tmdb.org/t/p/w500/hsVZr1hdkfnxIxJNjeOQGC97VF3.jpg,6.6,Raúl Ruiz,"Poetastros, Suricato",
Joe Finds Grace,2017,"12, 16, 35",Simple-minded Joseph Briteman breaks a golden rule of his 'life skills' program when he walks away unsupervised to rescue his long lost baby sister.,en,https://image.tmdb.org/t/p/w500/8WMzeFwNi4EdbjMcxG9WZwWcDaC.jpg,10,Anthony Harrison,Bradeway Pictures,
The Body Vanished,1939,"35, 80, 9648","A Scotland Yard inspector and his reporter friend arrive on vacation in a small village and are immediately involved in what is claimed to be a murder but the body has disappeared, leaving it to the inspector to find the body, determine the motive and find the killer.",en,https://image.tmdb.org/t/p/w500/7Zqa6h2df93LqOH6loImo4hVAzI.jpg,6,Walter Tennyson,Worton Hall Studios,
Bunyan and Babe,2017,"12, 16, 35, 10751, 14","Travis and his sister, Whitney, visit their grandparents for the summer and fall through a magical portal which transports him to the world of American hero Paul Bunyan and his big, blue, talking ox, Babe.",en,https://image.tmdb.org/t/p/w500/1r3aKyYbIWZwzIRdMNO9EJFFUek.jpg,6,Louis Ross,"Toonz Entertainment, Exodus Film Group",
The Evil Within,2017,27,"The sadistic tale of a lonely, mentally handicapped boy who befriends his reflection in an antique mirror. This demonic creature orders him to go on a murderous rampage to kill the people he loves most.",en,https://image.tmdb.org/t/p/w500/2PTfanA2YsdKUgbw27mtZ2E98QW.jpg,5.8,Andrew Getty,"Writers Studio, The, Supernova LLC",
Clawed,2017,27,"Fifty years after the incidents in Black Claw Mountain, a group of students are prey to a monster part human, part bear and part liquid.",en,https://image.tmdb.org/t/p/w500/jydsPik94pcJ6VidKN1qQDzqMYo.jpg,4,Steve Taylor,Xeno Films,
Wonder Woman,2017,"28, 12, 14",An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,en,https://image.tmdb.org/t/p/w500/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,7.2,Patty Jenkins,"Atlas Entertainment, Cruel & Unusual Films, DC Films",
The Only Living Boy in New York,2017,18,"When a young man learns that his overbearing father is having an affair, he tries to stop it, only to be seduced by the older woman as well.",en,https://image.tmdb.org/t/p/w500/8e6Q7N2qJ7utBrf6pyf3EiLADja.jpg,6.391,Marc Webb,"Big Indie Pictures, Bona Fide Productions",
Suburbicon,2017,"53, 80, 18, 9648","In the quiet family town of Suburbicon during the 1950s, the best and worst of humanity is hilariously reflected through the deeds of seemingly ordinary people. When a home invasion turns deadly, a picture-perfect family turns to blackmail, revenge and murder.",en,https://image.tmdb.org/t/p/w500/a3IHgSwO5jWPLcGjKqbQ7pxVGkq.jpg,5.9,George Clooney,"Black Bear Pictures, Dark Castle Entertainment, Smoke House Pictures, Huahua Media",
Tulip Fever,2017,"18, 10749",An artist falls for a married young woman while he's commissioned to paint her portrait. The two invest in the risky tulip market in hopes to build a future together.,en,https://image.tmdb.org/t/p/w500/aGBRTDMuYDKCA9g7NTGwtMZBWd.jpg,6.523,Justin Chadwick,"The Weinstein Company, Worldview Entertainment, Paramount Pictures, Ruby Films",
CHiPS,2017,"28, 35, 80",The adventures of two California Highway Patrol motorcycle officers as they make their rounds on the freeways of Los Angeles.,en,https://image.tmdb.org/t/p/w500/mIHA8Xf6WmxbS83ia4vQ5ojvxV8.jpg,6.126,Dax Shepard,"Primate Pictures, Warner Bros. Pictures",
Rings,2017,27,"Julia becomes worried about her boyfriend Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",en,https://image.tmdb.org/t/p/w500/5FoczK6tDFzC9OyHiMMNIeNspek.jpg,5,F. Javier Gutiérrez,"Paramount Pictures, Macari/Edelstein, Parkes+MacDonald Image Nation, Waddieish Claretrap",
Caravaggio and My Mother the Pope,2017,"18, 35","Caravaggio's tortured life, his murder and the journey of his soul.",it,N/A,0,Gladys Florence,"M & Associates, Giadeyes Productions",
Krystal,2018,"18, 35",A young man living a sheltered life develops a crush on a stripper and joins her Alcoholics Anonymous group just so he can be in the same room with her.,en,https://image.tmdb.org/t/p/w500/5Do7HKvKPgjiBVJieMAOt8aZXAB.jpg,5.2,William H. Macy,"Dog Pond Productions, Dorian Media, Pantry Films, Tangerine Pictures, Lionsgate",
Justice League,2017,"28, 12, 878","Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",en,https://image.tmdb.org/t/p/w500/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,6.1,Zack Snyder,"RatPac Entertainment, Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, DC Films",
Egise Taara Juvvalu,N/A,,"The lives of thirty underprivileged children change when Manasa, a new science teacher, is appointed. Together, they prepare to participate in a science fair competition.",en,N/A,0,N/A,,
Nagarsevak: Ek Nayak,2017,28,Its'a political journey of Malhar Shinde.,mr,https://image.tmdb.org/t/p/w500/3gW6K1X4xcv5phzJQZdRBcrI6f4.jpg,2,Deepak Kadam,Jash Pictures,
Kyodai,2017,"27, 28","An unknown virus that turns people into dead people, ravages a large part of the world's population, leaving stranded survivors to the land for their survival, and fighting to preserve it.",fr,https://image.tmdb.org/t/p/w500/gUNFv56zBc1XscdmkBRIDmUj0pl.jpg,0,Evann Rodriguez,,
Pahila Paul Jivanacha,2017,18,"A drama film directed by Sanjeev More, starring Amisha Ambekar, Suyesh Janjhunrke and Saroj Patil in the lead roles.",mr,https://image.tmdb.org/t/p/w500/3km7iJ064DctX3ooF2qDXi3SEGb.jpg,0,Sanjeev More,Salasar Film Production,
Totally Crazy,2017,10402,"With “Totally Crazy”, the glamor, daring, and impertinence that are the very DNA of Crazy Horse Paris are showcased into a different, more immersive format. The driving desire of this show it to invite the audience to experience fabulous moments of complicity and sharing around iconic acts that have contributed to the Crazy Horse Paris legend.",en,https://image.tmdb.org/t/p/w500/rS6meCHnjezRt6cYQFAyRuTbgO5.jpg,0,Stéphane Jarny,Crazy Horse Productions,
Жили-были мы,2017,10751,,ru,https://image.tmdb.org/t/p/w500/y3oFNtlurXx0yesqIgdo2xU37iT.jpg,0,Anna Tchernakova,"Studia 1A, RWS",
Flirty-zel,2017,10749,"Sexy VJ Flirty-zel is waiting for her prince when her boyfriend goes bankrupt and forces her to VJ for an adult website under the name of VJ Flirty-zel. She instantly gets famous but Ji-yeon dreams of escaping the 'prison' as she suffers from abuse and pressure every day. Meanwhile, a man who adores her on the internet finds out where she's held captive...",ko,https://image.tmdb.org/t/p/w500/tPIPMLns1T4FOmcqJ7kl5Sea0Hj.jpg,5,Ma Ee-seong,,
Der Konzertdealer,2017,99,,de,https://image.tmdb.org/t/p/w500/7CeBV7lFK9hg0W3fEXxa9e8UAN2.jpg,0,Sobo Swobodnik,Guerilla Film Koop,
Female Hostel,2017,18,"Hyeon-soo manages a hostel run by his friend Jeong-ho. It's a hostel for foreign female students. There is a Korean-American from LA, a Japanese who's here to learn Korean out of love for K-Pop and his friend's sister who just happens to be there. These women are very outspoken and Hyeon-soo and Jeong-ho fall for them.",ko,https://image.tmdb.org/t/p/w500/bqLKDiqPIvHeClbusP1GMJHA4lc.jpg,4.2,Lee Ri-dan,,
To Her,2017,"18, 10749","Gwang-ho is bored except for the time he's taking off his girlfriend's underwear. He visits his Seoul home at the news that his grandfather is dying. Amidst the awkwardness, he remembers something. Ji-yoon is his cousin who has grown up to be a young lady. Gwang-ho is attracted to the fully grown woman and the same is said for Ji-yoon.",ko,https://image.tmdb.org/t/p/w500/rUt5SoQTvNc4pZXGUZFpoWaRtl6.jpg,6.8,Yang Ho-yeol,,
Ti Dete To Deto Te Detat Saglech Detat Shivya,N/A,,"Shivya explores the life of a carefree and young Mumbai lad, who happens to use abusive language on a day-to-day basis. However, he plans on mending his ways after this habit of using foul language topples his life upside down.",en,N/A,0,N/A,,
L'or Vert,2017,,,fr,https://image.tmdb.org/t/p/w500/vYmr37wUzgGY4DHsYRFMpLz6KeJ.jpg,7,Sergio Ghizzardi,Bruxelles et des Télédistributeurs,
Bhetali Tu Punha,2017,,Alok is bored of seeing proposals for arrange marriage and has rejected 34 and without any regret rejects 35th one.Alok finds Ashwini little boring while she finds him heart broken for rejecting her.They meet again in Goa while holidaying separately where Alok realizes that it was his mistake to reject Ashwini on very first occasion,en,https://image.tmdb.org/t/p/w500/a5pfs72DshTKnYeXwrA95L4hk1h.jpg,0,N/A,,
Gopya,2017,"10751, 18","Gopi, a talented boy, gets demotivated when he is dismissed from the school by his headmaster for being honest. However, his life changes forever when a new teacher joins the school.",mr,https://image.tmdb.org/t/p/w500/hwUl7HBm7SH8vIudXwvC5zSBGmm.jpg,0,Raj Paithankar,Ganesh Films & Entertainment,
Khawla's Goal,N/A,99,,de,https://image.tmdb.org/t/p/w500/u7sB37aGcjb7D11pV4ps1ApWHtr.jpg,0,Ralph Gladitz,"Orienthelfer e.V., Cowboy Bunny Film",
The Builders,1938,99,"Produced for the National Federation of Building Workers Ciné-Liberté, a Popular Front organization intended to counteract capitalist interests in the film industry, Epstein’s union documentary examines building policy from the perspective of ordinary workers and notable architects. In addition to touring the Cathedral of Chartres and the Paris Exposition of 1937, the film features rare interviews with Le Corbusier (at his drawing board, no less) and Auguste Perret.",fr,https://image.tmdb.org/t/p/w500/d2cmPWGEHuKABxRT1k52xRdlYUr.jpg,0,Jean Epstein,Ciné-Liberté,
Wazir,2016,"53, 28, 80","'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer. Brought together by grief and a strange twist of fate, the two men decide to help each other win the biggest games of their lives. But there's a mysterious, dangerous opponent lurking in the shadows, who is all set to checkmate them.",hi,https://image.tmdb.org/t/p/w500/A5I6rAFG3rLborOF8BCcjs4EBcx.jpg,6.652,Bejoy Nambiar,"Getaway Films Private Limited, Vinod Chopra Films, Rajkumar Hirani Films, Vidhu Vinod Chopra Productions",
American Pastoral,2016,"80, 18","Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family.",en,https://image.tmdb.org/t/p/w500/pgpMzdML9FUj3GpDU3LFi7AWbHQ.jpg,6.2,Ewan McGregor,"TIK Films, Lakeshore Entertainment, Lionsgate",
